order_id,product_id,qty_units,unit_price,total_price
8,2160,17,"$7,719.00","$131,223.00"
8,4722,81,"$10,377.00","$840,537.00"
8,411,13,"$12,354.00","$160,602.00"
8,4580,117,"$3,362.00","$393,354.00"
8,4926,114,"$5,063.00","$577,182.00"
8,95,46,"$1,393.00","$64,078.00"
8,666,49,"$18,394.00","$901,306.00"
8,626,23,"$6,144.00","$141,312.00"
8,1852,65,"$10,764.00","$699,660.00"
8,968,19,"$14,177.00","$269,363.00"
9,2482,13,"$6,000.00","$78,000.00"
9,2858,38,"$6,479.00","$246,202.00"
9,3046,57,"$1,480.00","$84,360.00"
9,126,72,"$4,939.00","$355,608.00"
9,1362,104,"$3,402.00","$353,808.00"
9,617,33,"$3,511.00","$115,863.00"
9,4471,58,"$9,802.00","$568,516.00"
9,232,54,"$5,793.00","$312,822.00"
9,1680,22,"$11,928.00","$262,416.00"
9,4053,19,"$2,688.00","$51,072.00"
10,3381,74,"$10,310.00","$762,940.00"
10,1,60,"$10,857.00","$651,420.00"
11,1900,19,"$5,824.00","$110,656.00"
11,2301,48,"$10,981.00","$527,088.00"
11,4122,63,"$3,810.00","$240,030.00"
11,3028,68,"$2,525.00","$171,700.00"
11,4417,48,"$6,016.00","$288,768.00"
12,1742,101,"$18,763.00","$1,895,063.00"
12,2027,96,"$5,709.00","$548,064.00"
12,203,14,"$2,964.00","$41,496.00"
12,1179,89,"$12,052.00","$1,072,628.00"
12,4151,82,"$11,633.00","$953,906.00"
12,669,94,"$6,986.00","$656,684.00"
12,3181,95,"$9,664.00","$918,080.00"
12,2954,90,"$13,886.00","$1,249,740.00"
12,1629,71,"$12,208.00","$866,768.00"
13,272,8,"$2,094.00","$16,752.00"
13,1686,110,"$12,039.00","$1,324,290.00"
13,3170,3,"$10,725.00","$32,175.00"
13,21,83,"$8,720.00","$723,760.00"
14,1897,24,"$4,477.00","$107,448.00"
14,709,29,"$17,139.00","$497,031.00"
14,4405,81,"$1,549.00","$125,469.00"
14,1762,84,"$1,087.00","$91,308.00"
14,3360,25,"$9,523.00","$238,075.00"
14,1016,86,"$12,118.00","$1,042,148.00"
14,484,25,"$7,206.00","$180,150.00"
15,182,103,"$8,880.00","$914,640.00"
15,4888,32,"$4,114.00","$131,648.00"
16,4464,46,"$13,323.00","$612,858.00"
16,4565,25,"$13,567.00","$339,175.00"
16,14,18,"$5,070.00","$91,260.00"
16,4825,116,"$10,625.00","$1,232,500.00"
16,2770,67,"$10,050.00","$673,350.00"
16,2403,34,"$11,459.00","$389,606.00"
17,3802,15,"$15,490.00","$232,350.00"
17,4714,9,"$17,533.00","$157,797.00"
17,4595,2,"$16,188.00","$32,376.00"
18,2305,120,"$9,900.00","$1,188,000.00"
18,188,56,"$1,297.00","$72,632.00"
18,722,29,"$8,540.00","$247,660.00"
18,3568,25,"$8,285.00","$207,125.00"
18,3580,110,"$13,775.00","$1,515,250.00"
18,1242,39,"$9,087.00","$354,393.00"
18,545,52,"$6,445.00","$335,140.00"
19,4649,94,"$13,748.00","$1,292,312.00"
19,541,52,"$6,555.00","$340,860.00"
19,3120,48,"$12,199.00","$585,552.00"
19,4163,53,"$13,265.00","$703,045.00"
19,2616,39,"$9,618.00","$375,102.00"
19,590,23,"$1,969.00","$45,287.00"
20,1411,4,"$9,078.00","$36,312.00"
20,1329,81,"$5,516.00","$446,796.00"
20,4745,81,"$3,395.00","$274,995.00"
20,1241,108,"$9,673.00","$1,044,684.00"
20,3470,94,"$4,489.00","$421,966.00"
20,2993,56,"$5,335.00","$298,760.00"
21,2326,31,"$9,075.00","$281,325.00"
21,1861,32,"$2,221.00","$71,072.00"
21,1767,81,"$9,007.00","$729,567.00"
21,3164,22,"$2,210.00","$48,620.00"
22,2747,77,"$10,470.00","$806,190.00"
22,194,89,"$13,337.00","$1,186,993.00"
22,1098,13,"$13,040.00","$169,520.00"
23,1512,28,"$16,106.00","$450,968.00"
23,4608,45,"$12,512.00","$563,040.00"
23,1137,63,"$10,825.00","$681,975.00"
23,1291,76,"$4,457.00","$338,732.00"
23,4992,76,"$2,627.00","$199,652.00"
24,3292,15,"$5,856.00","$87,840.00"
24,3394,40,"$6,437.00","$257,480.00"
24,437,41,"$3,552.00","$145,632.00"
25,1863,23,"$14,194.00","$326,462.00"
25,4592,1,"$9,364.00","$9,364.00"
25,97,96,"$11,233.00","$1,078,368.00"
25,601,11,"$9,980.00","$109,780.00"
25,1897,103,"$4,444.00","$457,732.00"
25,4649,81,"$14,062.00","$1,139,022.00"
25,4185,63,"$6,089.00","$383,607.00"
25,464,50,"$9,770.00","$488,500.00"
25,3076,19,"$11,223.00","$213,237.00"
26,412,43,"$9,941.00","$427,463.00"
26,204,23,"$16,982.00","$390,586.00"
26,4225,63,"$14,368.00","$905,184.00"
26,3971,89,"$15,778.00","$1,404,242.00"
26,2056,29,"$10,262.00","$297,598.00"
27,4984,117,"$5,027.00","$588,159.00"
27,346,1,"$11,709.00","$11,709.00"
27,2030,84,"$7,800.00","$655,200.00"
28,1855,94,"$10,603.00","$996,682.00"
28,1676,24,"$13,449.00","$322,776.00"
28,3538,48,"$13,644.00","$654,912.00"
28,3711,18,"$4,788.00","$86,184.00"
28,2970,41,"$16,398.00","$672,318.00"
28,4825,7,"$10,625.00","$74,375.00"
28,2617,62,"$11,540.00","$715,480.00"
29,1541,41,"$5,453.00","$223,573.00"
29,134,2,"$14,602.00","$29,204.00"
29,682,17,"$7,479.00","$127,143.00"
29,772,53,"$8,607.00","$456,171.00"
29,2094,116,"$14,110.00","$1,636,760.00"
30,2083,14,"$15,942.00","$223,188.00"
30,135,101,"$18,281.00","$1,846,381.00"
30,2881,87,"$8,344.00","$725,928.00"
30,2107,31,"$19,730.00","$611,630.00"
30,277,32,"$10,769.00","$344,608.00"
30,1099,7,"$1,236.00","$8,652.00"
31,2938,9,"$3,475.00","$31,275.00"
31,841,49,"$13,903.00","$681,247.00"
31,843,81,"$2,663.00","$215,703.00"
31,2307,25,"$1,505.00","$37,625.00"
31,866,19,"$14,427.00","$274,113.00"
32,1432,13,"$7,092.00","$92,196.00"
32,2432,45,"$16,451.00","$740,295.00"
32,1455,116,"$19,794.00","$2,296,104.00"
32,2765,101,"$14,147.00","$1,428,847.00"
32,4212,14,"$3,524.00","$49,336.00"
33,1443,113,"$1,116.00","$126,108.00"
33,2004,74,"$11,243.00","$831,982.00"
33,3617,29,"$13,420.00","$389,180.00"
34,1713,16,"$11,394.00","$182,304.00"
34,405,52,"$19,934.00","$1,036,568.00"
34,1605,27,"$5,067.00","$136,809.00"
35,1000,10,"$10,472.00","$104,720.00"
35,961,94,"$12,250.00","$1,151,500.00"
35,2569,91,"$8,148.00","$741,468.00"
35,416,48,"$12,572.00","$603,456.00"
35,3405,35,"$12,188.00","$426,580.00"
35,1427,38,"$3,058.00","$116,204.00"
36,494,9,"$4,938.00","$44,442.00"
36,555,118,"$3,279.00","$386,922.00"
36,737,95,"$12,027.00","$1,142,565.00"
36,1686,114,"$14,044.00","$1,601,016.00"
36,4311,11,"$17,180.00","$188,980.00"
36,17,88,"$8,829.00","$776,952.00"
36,3459,110,"$9,870.00","$1,085,700.00"
36,2598,44,"$13,924.00","$612,656.00"
37,2934,90,"$4,845.00","$436,050.00"
37,1957,59,"$4,370.00","$257,830.00"
37,2951,44,"$15,221.00","$669,724.00"
37,1410,23,"$7,056.00","$162,288.00"
37,2366,112,"$1,653.00","$185,136.00"
37,107,55,"$11,705.00","$643,775.00"
37,1291,25,"$4,457.00","$111,425.00"
37,3092,16,"$17,673.00","$282,768.00"
38,4179,66,"$19,783.00","$1,305,678.00"
38,1540,119,"$14,414.00","$1,715,266.00"
38,3144,54,"$13,507.00","$729,378.00"
38,1558,13,"$13,172.00","$171,236.00"
38,165,75,"$16,056.00","$1,204,200.00"
38,2566,41,$635.00,"$26,035.00"
38,3531,5,"$1,711.00","$8,555.00"
38,776,56,"$18,763.00","$1,050,728.00"
38,1693,120,"$10,423.00","$1,250,760.00"
39,762,29,"$16,764.00","$486,156.00"
39,2625,11,"$14,138.00","$155,518.00"
40,1856,108,"$13,560.00","$1,464,480.00"
40,2119,86,"$9,053.00","$778,558.00"
40,4481,14,"$7,791.00","$109,074.00"
40,1327,9,"$1,717.00","$15,453.00"
41,3705,25,"$9,428.00","$235,700.00"
41,2174,49,"$2,744.00","$134,456.00"
41,2130,13,"$14,249.00","$185,237.00"
41,1864,58,"$3,574.00","$207,292.00"
41,4642,24,"$17,959.00","$431,016.00"
41,4795,3,"$6,800.00","$20,400.00"
41,2244,63,"$17,007.00","$1,071,441.00"
42,3187,62,"$7,909.00","$490,358.00"
42,2725,5,"$12,432.00","$62,160.00"
42,2892,31,"$18,107.00","$561,317.00"
42,426,52,"$16,120.00","$838,240.00"
42,3237,93,"$12,177.00","$1,132,461.00"
42,3628,50,"$13,775.00","$688,750.00"
42,4743,116,"$14,995.00","$1,739,420.00"
43,2231,80,"$10,602.00","$848,160.00"
43,4538,66,"$20,708.00","$1,366,728.00"
43,1390,18,"$3,129.00","$56,322.00"
43,4070,59,"$15,222.00","$898,098.00"
43,1788,60,"$6,838.00","$410,280.00"
43,1176,33,"$13,319.00","$439,527.00"
43,1391,61,"$6,061.00","$369,721.00"
44,256,84,"$10,664.00","$895,776.00"
44,784,8,"$12,527.00","$100,216.00"
44,4840,64,$755.00,"$48,320.00"
44,4431,82,"$5,358.00","$439,356.00"
44,1646,19,"$4,823.00","$91,637.00"
44,4313,65,"$1,975.00","$128,375.00"
45,2410,57,"$2,690.00","$153,330.00"
45,2987,31,"$13,063.00","$404,953.00"
45,62,94,"$20,043.00","$1,884,042.00"
45,2078,101,"$13,167.00","$1,329,867.00"
45,4190,59,"$10,272.00","$606,048.00"
45,1828,38,"$8,272.00","$314,336.00"
46,2837,32,"$7,852.00","$251,264.00"
46,3104,88,"$1,404.00","$123,552.00"
46,1331,81,"$14,977.00","$1,213,137.00"
46,2917,66,"$2,297.00","$151,602.00"
47,30,83,"$11,416.00","$947,528.00"
47,2321,76,"$1,389.00","$105,564.00"
47,1065,103,"$5,326.00","$548,578.00"
47,1388,45,"$14,335.00","$645,075.00"
47,669,44,"$4,349.00","$191,356.00"
47,2964,104,"$13,564.00","$1,410,656.00"
47,2553,22,"$14,865.00","$327,030.00"
47,3692,102,"$14,443.00","$1,473,186.00"
47,630,76,"$12,090.00","$918,840.00"
48,1616,84,"$8,469.00","$711,396.00"
48,1781,20,"$19,847.00","$396,940.00"
49,4272,84,"$11,677.00","$980,868.00"
49,3122,72,$906.00,"$65,232.00"
49,3830,10,"$12,465.00","$124,650.00"
49,373,6,"$18,442.00","$110,652.00"
49,280,4,"$9,326.00","$37,304.00"
49,3932,109,"$5,336.00","$581,624.00"
49,362,6,"$2,257.00","$13,542.00"
50,82,62,"$13,672.00","$847,664.00"
50,2149,12,"$18,518.00","$222,216.00"
50,23,37,"$12,408.00","$459,096.00"
50,3458,4,$928.00,"$3,712.00"
50,2523,37,"$15,793.00","$584,341.00"
50,3388,72,"$10,660.00","$767,520.00"
50,4500,6,"$3,864.00","$23,184.00"
50,4163,82,"$14,170.00","$1,161,940.00"
51,4437,25,"$2,376.00","$59,400.00"
51,673,94,"$14,056.00","$1,321,264.00"
51,4041,88,"$10,125.00","$891,000.00"
51,2495,78,"$2,749.00","$214,422.00"
51,4475,51,"$7,586.00","$386,886.00"
51,284,99,"$4,792.00","$474,408.00"
51,856,79,"$5,613.00","$443,427.00"
51,3989,65,"$12,583.00","$817,895.00"
51,3146,72,"$16,547.00","$1,191,384.00"
51,1558,91,"$11,128.00","$1,012,648.00"
52,3204,120,"$3,281.00","$393,720.00"
52,2849,107,"$12,319.00","$1,318,133.00"
52,582,77,"$1,197.00","$92,169.00"
52,4519,117,"$12,133.00","$1,419,561.00"
52,923,53,"$7,344.00","$389,232.00"
52,1687,90,"$19,304.00","$1,737,360.00"
52,3380,66,"$9,498.00","$626,868.00"
52,3267,60,"$13,112.00","$786,720.00"
52,3827,89,"$18,181.00","$1,618,109.00"
52,1740,73,"$1,676.00","$122,348.00"
53,3207,63,"$8,976.00","$565,488.00"
53,340,115,"$5,094.00","$585,810.00"
53,4727,36,"$4,898.00","$176,328.00"
53,1759,87,"$7,790.00","$677,730.00"
53,3732,24,"$15,753.00","$378,072.00"
53,2442,91,"$4,574.00","$416,234.00"
54,4745,120,"$3,395.00","$407,400.00"
54,2981,116,"$10,829.00","$1,256,164.00"
54,2326,29,"$9,710.00","$281,590.00"
54,3126,97,"$11,383.00","$1,104,151.00"
54,3426,68,"$1,707.00","$116,076.00"
54,1795,4,"$4,575.00","$18,300.00"
54,2026,89,"$10,309.00","$917,501.00"
54,552,15,"$4,109.00","$61,635.00"
54,3070,105,"$7,109.00","$746,445.00"
54,4518,65,"$3,835.00","$249,275.00"
55,4208,110,"$12,973.00","$1,427,030.00"
55,1840,47,"$5,567.00","$261,649.00"
55,2024,108,"$13,477.00","$1,455,516.00"
55,1904,62,"$1,403.00","$86,986.00"
56,2512,36,"$15,422.00","$555,192.00"
56,2255,59,"$17,897.00","$1,055,923.00"
56,2138,11,"$7,880.00","$86,680.00"
56,3498,86,"$8,505.00","$731,430.00"
56,3914,37,"$1,520.00","$56,240.00"
57,977,100,"$12,063.00","$1,206,300.00"
57,2075,24,"$16,602.00","$398,448.00"
58,1948,30,"$8,009.00","$240,270.00"
58,2912,88,"$6,895.00","$606,760.00"
58,4434,53,"$6,148.00","$325,844.00"
58,1361,100,"$3,641.00","$364,100.00"
58,939,54,"$13,806.00","$745,524.00"
58,591,76,"$13,161.00","$1,000,236.00"
58,2191,88,"$17,286.00","$1,521,168.00"
58,1091,53,"$3,730.00","$197,690.00"
58,1647,24,"$5,900.00","$141,600.00"
59,2788,10,"$14,546.00","$145,460.00"
59,2905,2,"$2,627.00","$5,254.00"
59,1196,23,"$5,014.00","$115,322.00"
59,1582,45,"$5,191.00","$233,595.00"
59,3875,42,"$4,099.00","$172,158.00"
59,582,64,"$1,197.00","$76,608.00"
59,3204,39,"$3,281.00","$127,959.00"
59,2778,54,"$2,654.00","$143,316.00"
59,3505,83,"$3,102.00","$257,466.00"
60,4484,49,"$10,344.00","$506,856.00"
60,1677,21,"$7,651.00","$160,671.00"
60,278,101,"$15,259.00","$1,541,159.00"
60,161,38,"$8,338.00","$316,844.00"
60,77,26,"$2,070.00","$53,820.00"
61,2867,113,"$20,216.00","$2,284,408.00"
61,417,112,"$4,554.00","$510,048.00"
61,236,30,"$9,255.00","$277,650.00"
61,4845,44,$839.00,"$36,916.00"
62,3337,7,"$18,832.00","$131,824.00"
62,4555,4,"$12,105.00","$48,420.00"
62,1258,52,"$19,504.00","$1,014,208.00"
62,1822,120,"$20,119.00","$2,414,280.00"
62,3749,11,"$17,783.00","$195,613.00"
62,322,66,"$19,209.00","$1,267,794.00"
62,2847,111,"$6,317.00","$701,187.00"
62,4662,113,"$11,466.00","$1,295,658.00"
63,3150,19,"$9,586.00","$182,134.00"
63,4634,54,"$11,902.00","$642,708.00"
63,3381,23,"$13,701.00","$315,123.00"
63,1302,15,"$4,246.00","$63,690.00"
63,2003,37,"$3,180.00","$117,660.00"
63,114,7,"$16,842.00","$117,894.00"
63,386,65,"$15,970.00","$1,038,050.00"
63,613,18,"$12,176.00","$219,168.00"
63,3187,19,"$7,909.00","$150,271.00"
63,4096,28,"$13,100.00","$366,800.00"
64,1609,81,"$7,861.00","$636,741.00"
64,1856,61,"$15,051.00","$918,111.00"
64,357,64,"$18,592.00","$1,189,888.00"
64,1204,51,"$8,225.00","$419,475.00"
64,2959,118,"$13,941.00","$1,645,038.00"
64,330,112,"$6,257.00","$700,784.00"
64,514,76,"$9,690.00","$736,440.00"
64,1619,4,"$5,471.00","$21,884.00"
64,3356,85,"$1,126.00","$95,710.00"
64,2978,108,"$2,478.00","$267,624.00"
65,2849,36,"$17,492.00","$629,712.00"
65,3080,13,"$1,728.00","$22,464.00"
65,3057,24,"$7,974.00","$191,376.00"
65,3332,14,"$8,392.00","$117,488.00"
66,508,108,"$16,128.00","$1,741,824.00"
66,823,38,"$15,116.00","$574,408.00"
67,761,17,"$4,876.00","$82,892.00"
67,3104,116,"$1,801.00","$208,916.00"
67,2993,68,"$6,240.00","$424,320.00"
67,1442,23,"$3,615.00","$83,145.00"
67,2852,108,"$12,706.00","$1,372,248.00"
67,1933,43,"$1,362.00","$58,566.00"
67,1400,113,"$10,757.00","$1,215,541.00"
67,3607,85,"$12,568.00","$1,068,280.00"
68,2617,62,"$12,712.00","$788,144.00"
68,587,98,"$2,524.00","$247,352.00"
68,4808,75,"$3,514.00","$263,550.00"
68,4034,15,"$10,847.00","$162,705.00"
68,2889,31,"$13,639.00","$422,809.00"
68,2646,26,"$6,705.00","$174,330.00"
68,2582,17,"$10,448.00","$177,616.00"
68,1103,108,"$2,869.00","$309,852.00"
68,3056,77,"$16,641.00","$1,281,357.00"
68,2323,112,"$17,992.00","$2,015,104.00"
69,130,61,"$17,009.00","$1,037,549.00"
69,1772,95,"$12,419.00","$1,179,805.00"
69,4722,118,"$8,076.00","$952,968.00"
69,1372,105,"$7,691.00","$807,555.00"
70,135,55,"$19,897.00","$1,094,335.00"
70,62,91,"$13,756.00","$1,251,796.00"
70,3981,118,"$12,700.00","$1,498,600.00"
70,2411,100,"$15,265.00","$1,526,500.00"
70,3971,8,"$15,778.00","$126,224.00"
70,586,73,"$15,725.00","$1,147,925.00"
71,4468,119,"$5,621.00","$668,899.00"
71,4128,50,"$9,660.00","$483,000.00"
71,1713,81,"$13,398.00","$1,085,238.00"
71,4146,110,"$4,534.00","$498,740.00"
71,1179,82,"$9,999.00","$819,918.00"
71,684,74,"$3,267.00","$241,758.00"
71,1868,68,"$1,975.00","$134,300.00"
71,2060,103,"$7,664.00","$789,392.00"
71,4960,29,"$15,424.00","$447,296.00"
72,2892,50,"$15,801.00","$790,050.00"
72,3202,76,"$1,281.00","$97,356.00"
72,3461,25,"$7,149.00","$178,725.00"
72,3354,24,"$8,680.00","$208,320.00"
72,4740,116,"$16,228.00","$1,882,448.00"
72,4899,7,"$19,271.00","$134,897.00"
72,1074,32,"$20,759.00","$664,288.00"
72,2084,1,"$17,484.00","$17,484.00"
72,450,37,"$12,457.00","$460,909.00"
73,2882,20,"$10,410.00","$208,200.00"
73,756,28,"$4,879.00","$136,612.00"
73,464,54,"$10,995.00","$593,730.00"
73,703,51,"$1,382.00","$70,482.00"
73,2128,73,"$17,479.00","$1,275,967.00"
73,4014,18,"$16,765.00","$301,770.00"
73,743,119,"$5,112.00","$608,328.00"
74,2789,26,"$13,527.00","$351,702.00"
74,2583,69,"$5,859.00","$404,271.00"
75,3466,39,"$11,006.00","$429,234.00"
75,964,84,"$5,024.00","$422,016.00"
75,4977,5,"$19,089.00","$95,445.00"
75,3978,70,$983.00,"$68,810.00"
75,1460,39,"$3,494.00","$136,266.00"
75,1184,27,"$8,811.00","$237,897.00"
75,4290,34,"$9,779.00","$332,486.00"
75,1031,120,"$3,112.00","$373,440.00"
75,705,35,"$10,635.00","$372,225.00"
75,744,100,"$9,542.00","$954,200.00"
76,4503,70,"$5,723.00","$400,610.00"
76,2486,32,"$3,387.00","$108,384.00"
76,3135,70,"$9,586.00","$671,020.00"
76,1769,79,"$5,903.00","$466,337.00"
76,2530,48,"$22,040.00","$1,057,920.00"
76,4487,71,"$13,612.00","$966,452.00"
76,2276,56,"$1,901.00","$106,456.00"
76,4917,66,"$4,457.00","$294,162.00"
76,1732,37,"$9,867.00","$365,079.00"
77,1582,118,"$5,191.00","$612,538.00"
77,3726,60,"$3,960.00","$237,600.00"
78,1624,61,"$11,890.00","$725,290.00"
78,3573,89,"$4,538.00","$403,882.00"
78,4572,62,"$12,188.00","$755,656.00"
78,4900,120,"$10,384.00","$1,246,080.00"
78,4919,5,"$6,584.00","$32,920.00"
79,715,39,"$12,314.00","$480,246.00"
79,4452,52,$658.00,"$34,216.00"
79,4134,82,$852.00,"$69,864.00"
79,38,79,"$2,162.00","$170,798.00"
79,3202,95,"$1,034.00","$98,230.00"
79,3047,38,"$8,419.00","$319,922.00"
80,4633,37,"$7,551.00","$279,387.00"
80,296,26,"$6,473.00","$168,298.00"
80,4856,67,"$12,862.00","$861,754.00"
80,3580,114,"$18,445.00","$2,102,730.00"
80,3607,53,"$14,925.00","$791,025.00"
80,4488,78,$886.00,"$69,108.00"
80,1268,10,"$7,587.00","$75,870.00"
81,4424,65,"$14,616.00","$950,040.00"
81,2616,43,"$9,618.00","$413,574.00"
81,4094,16,"$13,793.00","$220,688.00"
81,4131,79,"$10,404.00","$821,916.00"
81,1326,49,"$1,208.00","$59,192.00"
81,633,52,"$4,455.00","$231,660.00"
82,1449,89,"$13,115.00","$1,167,235.00"
82,3533,54,"$7,961.00","$429,894.00"
82,4402,96,"$1,559.00","$149,664.00"
82,2808,113,"$8,195.00","$926,035.00"
83,4901,40,"$11,314.00","$452,560.00"
83,4708,39,"$10,395.00","$405,405.00"
83,368,103,"$14,487.00","$1,492,161.00"
83,3766,105,"$8,210.00","$862,050.00"
83,1836,103,"$16,848.00","$1,735,344.00"
83,1701,39,"$4,411.00","$172,029.00"
84,2480,116,"$11,233.00","$1,303,028.00"
84,4899,1,"$20,902.00","$20,902.00"
85,1560,110,"$10,502.00","$1,155,220.00"
85,2176,5,"$3,187.00","$15,935.00"
85,1449,35,"$13,115.00","$459,025.00"
85,310,26,"$1,683.00","$43,758.00"
85,1803,40,"$13,673.00","$546,920.00"
85,313,81,"$4,756.00","$385,236.00"
85,4164,27,"$2,801.00","$75,627.00"
85,15,34,"$7,596.00","$258,264.00"
85,4635,40,"$7,521.00","$300,840.00"
86,3343,66,"$1,346.00","$88,836.00"
86,4776,97,"$1,170.00","$113,490.00"
86,4610,14,"$17,856.00","$249,984.00"
86,2699,52,"$7,845.00","$407,940.00"
87,3662,99,"$7,944.00","$786,456.00"
87,65,109,"$19,837.00","$2,162,233.00"
87,3464,72,$872.00,"$62,784.00"
87,3149,117,"$13,306.00","$1,556,802.00"
88,603,67,"$2,904.00","$194,568.00"
88,434,103,"$9,861.00","$1,015,683.00"
88,2393,37,"$13,087.00","$484,219.00"
88,57,77,"$1,743.00","$134,211.00"
88,4771,4,"$6,633.00","$26,532.00"
88,4050,70,"$20,765.00","$1,453,550.00"
89,1679,56,"$1,969.00","$110,264.00"
89,1357,111,"$5,852.00","$649,572.00"
89,3813,39,"$8,651.00","$337,389.00"
89,2276,93,"$1,534.00","$142,662.00"
90,2735,16,"$20,287.00","$324,592.00"
90,297,37,"$13,016.00","$481,592.00"
91,3633,81,"$15,073.00","$1,220,913.00"
91,4366,9,"$17,395.00","$156,555.00"
91,4547,35,"$5,711.00","$199,885.00"
91,2461,25,"$4,433.00","$110,825.00"
91,1789,6,"$11,464.00","$68,784.00"
91,4852,99,"$8,488.00","$840,312.00"
92,1023,31,"$5,777.00","$179,087.00"
92,3412,68,"$14,200.00","$965,600.00"
92,2703,59,"$15,456.00","$911,904.00"
92,1938,7,"$13,989.00","$97,923.00"
93,4006,17,"$1,804.00","$30,668.00"
93,1243,2,"$3,434.00","$6,868.00"
93,1474,68,"$3,310.00","$225,080.00"
93,4178,69,"$9,053.00","$624,657.00"
93,1878,117,"$12,526.00","$1,465,542.00"
93,4466,117,"$6,714.00","$785,538.00"
93,3958,96,"$3,072.00","$294,912.00"
94,4871,29,"$9,854.00","$285,766.00"
94,2117,28,"$13,604.00","$380,912.00"
94,4067,58,"$15,215.00","$882,470.00"
95,3766,118,"$8,210.00","$968,780.00"
95,3449,89,"$7,986.00","$710,754.00"
95,1267,45,"$9,700.00","$436,500.00"
95,1766,89,"$12,553.00","$1,117,217.00"
96,3076,60,"$7,810.00","$468,600.00"
96,4017,69,"$15,542.00","$1,072,398.00"
96,2797,15,"$2,968.00","$44,520.00"
96,2905,90,"$2,264.00","$203,760.00"
96,1664,88,"$6,935.00","$610,280.00"
96,3607,59,"$12,568.00","$741,512.00"
96,318,111,"$9,172.00","$1,018,092.00"
96,914,73,"$2,424.00","$176,952.00"
96,4669,1,"$6,715.00","$6,715.00"
96,4059,60,"$18,315.00","$1,098,900.00"
97,4648,101,"$2,383.00","$240,683.00"
97,229,56,"$16,083.00","$900,648.00"
97,2461,80,"$4,334.00","$346,720.00"
97,819,62,"$12,464.00","$772,768.00"
98,1653,103,"$15,699.00","$1,616,997.00"
98,4535,110,"$3,348.00","$368,280.00"
98,3946,49,"$13,595.00","$666,155.00"
98,143,13,"$21,433.00","$278,629.00"
98,3144,101,"$13,395.00","$1,352,895.00"
98,2035,9,"$2,175.00","$19,575.00"
99,1163,48,"$15,728.00","$754,944.00"
99,2372,48,"$16,294.00","$782,112.00"
99,4477,56,"$4,171.00","$233,576.00"
99,3457,99,"$5,203.00","$515,097.00"
99,311,28,$731.00,"$20,468.00"
99,210,74,"$13,069.00","$967,106.00"
99,2651,68,$693.00,"$47,124.00"
100,471,109,"$12,566.00","$1,369,694.00"
100,2622,28,"$8,149.00","$228,172.00"
101,483,67,"$2,159.00","$144,653.00"
101,2992,94,"$7,532.00","$708,008.00"
102,3120,76,"$12,483.00","$948,708.00"
102,2889,43,"$12,461.00","$535,823.00"
102,2302,109,"$4,417.00","$481,453.00"
102,3937,58,"$4,618.00","$267,844.00"
102,296,59,"$9,706.00","$572,654.00"
102,115,36,"$1,394.00","$50,184.00"
103,1628,10,"$13,183.00","$131,830.00"
103,2764,120,"$7,279.00","$873,480.00"
103,1538,90,"$5,752.00","$517,680.00"
103,4988,82,"$7,319.00","$600,158.00"
103,574,119,"$10,418.00","$1,239,742.00"
103,4937,117,"$12,632.00","$1,477,944.00"
103,162,14,"$11,052.00","$154,728.00"
103,467,50,"$17,661.00","$883,050.00"
