price_id,supplier_id,product_id,price,note
121,1,1554,$101.31,акція
122,1,2369,$174.43,оновлення
123,1,2889,$122.18,прайс
124,1,2889,$121.30,прайс
125,1,2889,$120.14,акція
126,1,784,$107.63,акція
127,1,784,$103.04,прайс
128,1,1070,$98.43,оновлення
129,1,1070,$100.65,оновлення
130,1,1070,$103.50,акція
131,1,532,$70.77,оновлення
132,1,532,$68.57,прайс
133,1,532,$68.77,
134,1,304,$59.33,
135,1,304,$60.44,
136,1,304,$64.66,оновлення
137,1,2780,$43.96,прайс
138,1,2780,$42.56,
139,1,2718,$104.49,акція
140,1,2718,$105.40,оновлення
141,1,2119,$143.08,акція
142,1,684,$30.46,прайс
143,1,684,$35.53,прайс
144,1,684,$34.33,оновлення
145,1,2138,$80.36,оновлення
146,1,3607,$153.44,оновлення
147,1,2404,$58.00,акція
148,1,2404,$62.74,прайс
149,1,2404,$64.12,прайс
150,1,4214,$133.04,оновлення
151,1,3215,$165.54,прайс
152,1,3215,$165.02,акція
153,1,2533,$169.37,
154,1,2533,$169.43,прайс
155,1,2533,$167.55,оновлення
156,1,2092,$85.75,прайс
157,1,2092,$89.03,акція
158,1,382,$94.60,оновлення
159,1,382,$97.42,акція
160,1,382,$92.70,прайс
161,1,278,$192.26,оновлення
162,1,278,$192.56,оновлення
163,1,4484,$90.92,оновлення
164,1,4484,$93.09,
165,1,4484,$94.95,акція
166,1,2434,$50.15,
167,1,2434,$54.63,оновлення
168,1,4629,$44.09,прайс
169,1,4629,$40.53,прайс
170,1,4629,$45.07,оновлення
171,1,4760,$198.02,акція
172,1,4760,$198.21,прайс
173,1,4760,$199.59,оновлення
174,1,3204,$44.54,акція
175,1,3204,$48.08,акція
176,1,3204,$51.96,оновлення
177,1,2860,$56.38,прайс
178,1,2860,$57.46,
179,1,2860,$54.90,оновлення
180,1,2101,$12.23,акція
181,1,3759,$59.55,оновлення
182,1,3759,$61.94,оновлення
183,1,1515,$108.68,акція
184,1,1515,$104.53,акція
185,1,1515,$103.62,прайс
186,1,4488,$3.19,оновлення
187,1,4957,$151.57,
188,1,4000,$96.06,оновлення
189,1,4000,$94.22,акція
190,1,4000,$94.32,оновлення
191,1,2600,$135.47,
192,1,2600,$129.88,прайс
193,1,1654,$19.53,прайс
194,1,1654,$22.78,прайс
195,1,4922,$150.41,
196,1,4922,$148.65,оновлення
197,1,4922,$152.68,оновлення
198,1,1782,$31.60,оновлення
199,1,1782,$29.73,акція
200,1,1782,$25.35,прайс
201,1,3130,$193.52,
202,1,3130,$191.45,прайс
203,1,3130,$188.81,
204,1,4201,$181.78,
205,1,4201,$185.98,
206,1,828,$136.82,прайс
207,1,828,$139.82,прайс
208,1,828,$139.57,прайс
209,1,1752,$102.78,
210,1,1752,$105.56,прайс
211,1,2465,$126.74,прайс
212,1,3019,$101.62,оновлення
213,1,3019,$106.32,оновлення
214,1,3158,$165.29,оновлення
215,1,3158,$158.58,прайс
216,1,2822,$165.07,оновлення
217,1,2822,$163.29,прайс
218,1,4602,$186.39,
219,1,4602,$182.15,оновлення
220,1,4602,$179.16,акція
221,1,1025,$93.18,оновлення
222,1,1025,$88.11,акція
223,1,1025,$87.46,прайс
224,1,1222,$108.76,прайс
225,1,1222,$111.77,прайс
226,1,1222,$116.35,акція
227,1,2304,$153.45,оновлення
228,1,4771,$67.10,прайс
229,1,4771,$65.14,оновлення
230,1,4533,$66.70,
231,1,4533,$63.77,оновлення
232,1,2059,$102.84,
233,1,2059,$96.47,прайс
234,1,3689,$87.71,прайс
235,1,3689,$86.32,
236,1,3689,$88.22,оновлення
237,1,1080,$64.37,прайс
238,1,1080,$64.32,
239,1,1080,$59.66,акція
240,1,2834,$5.11,прайс
241,1,2834,$7.56,прайс
242,1,2768,$122.77,прайс
243,1,4152,$134.33,акція
244,1,134,$186.81,прайс
245,1,3498,$90.45,оновлення
246,1,2485,$189.29,оновлення
247,1,3800,$97.45,акція
248,1,3800,$100.87,акція
249,1,1815,$55.62,прайс
250,1,451,$127.86,оновлення
251,1,4112,$53.13,оновлення
252,1,4112,$53.13,акція
253,1,2122,$95.81,оновлення
254,1,2122,$96.53,акція
255,1,2100,$56.54,акція
256,1,2100,$62.20,
257,1,2100,$56.07,
258,1,511,$51.79,акція
259,1,4254,$157.59,акція
260,1,1441,$69.68,прайс
261,1,1441,$72.51,прайс
262,1,1441,$71.22,акція
263,1,546,$14.31,
264,1,546,$10.32,прайс
265,1,546,$15.92,прайс
266,1,1786,$22.59,прайс
267,1,1786,$22.63,оновлення
268,1,2033,$94.99,акція
269,1,4822,$15.25,
270,1,4822,$12.94,
271,1,4822,$12.17,
272,1,450,$151.62,акція
273,1,450,$149.92,акція
274,1,3921,$105.28,прайс
275,1,3921,$106.38,прайс
276,1,4282,$83.31,оновлення
277,1,4282,$79.15,прайс
278,1,263,$70.01,прайс
279,1,1962,$31.71,
280,1,1962,$35.34,прайс
281,1,1962,$39.60,акція
282,1,3980,$131.11,
283,1,3980,$135.59,акція
284,1,3980,$134.18,акція
285,1,4267,$5.92,оновлення
286,1,4267,$10.29,
287,1,4267,$6.84,акція
288,1,3477,$120.39,
289,1,3477,$125.42,прайс
290,1,3477,$120.24,
291,1,3438,$27.29,
292,1,3438,$28.18,прайс
293,1,3438,$28.39,прайс
294,1,1194,$90.24,прайс
295,1,1194,$91.19,акція
296,1,1194,$89.95,акція
297,1,3293,$56.20,
298,1,3293,$52.65,прайс
299,1,1646,$64.92,прайс
300,1,1355,$138.61,оновлення
301,1,4518,$43.19,прайс
302,1,4518,$40.81,оновлення
303,1,4518,$37.48,
304,1,823,$204.66,акція
305,1,4903,$41.82,
306,1,4903,$36.35,оновлення
307,1,4903,$35.90,
308,1,1246,$125.98,
309,1,1246,$126.46,прайс
310,1,1246,$122.88,
311,1,720,$50.83,прайс
312,1,2638,$77.60,оновлення
313,1,604,$145.22,
314,1,3052,$109.24,
315,1,3052,$112.78,прайс
316,1,4545,$124.83,акція
317,1,4545,$120.20,акція
318,1,190,$18.47,акція
319,1,421,$78.79,
320,1,2614,$37.83,оновлення
321,1,4278,$51.74,акція
322,1,4278,$52.79,прайс
323,1,2042,$220.07,
324,1,2042,$220.16,оновлення
325,1,1984,$73.78,акція
326,1,4702,$8.52,акція
327,1,4702,$6.19,оновлення
328,1,3060,$166.92,
329,1,3060,$167.46,акція
330,1,3527,$68.25,
331,1,4956,$68.73,оновлення
332,1,4956,$74.25,акція
333,1,58,$124.23,
334,1,58,$129.40,
335,1,58,$125.27,
336,1,1052,$50.60,
337,1,135,$151.88,
338,1,135,$153.53,
339,1,135,$155.23,прайс
340,1,4080,$85.78,прайс
341,1,2961,$62.29,прайс
342,1,2961,$59.14,прайс
343,1,4199,$178.68,акція
344,1,4199,$184.63,
345,1,4527,$191.88,оновлення
346,1,938,$175.61,прайс
347,1,938,$179.82,
348,1,938,$177.88,акція
349,1,1109,$77.81,акція
350,1,1109,$75.37,оновлення
351,1,1109,$73.30,акція
352,1,4074,$187.31,оновлення
353,1,4074,$188.07,
354,1,2785,$53.66,
355,1,2785,$49.77,оновлення
356,1,3874,$124.91,
357,1,3874,$128.30,акція
358,1,3874,$131.89,акція
359,1,2681,$135.40,акція
360,1,3771,$110.97,оновлення
361,1,3771,$104.31,акція
362,1,2154,$165.54,
363,1,2154,$163.95,
364,1,3942,$101.55,оновлення
365,1,472,$134.47,акція
366,1,3746,$38.02,акція
367,1,3746,$39.87,
368,1,2074,$22.76,
369,1,2074,$27.89,акція
370,1,3094,$11.38,оновлення
371,1,3094,$14.94,
372,1,3094,$12.24,
373,1,3039,$109.92,
374,1,1233,$100.07,акція
375,1,1233,$97.73,акція
376,1,1233,$100.98,оновлення
377,1,6,$33.05,
378,1,932,$26.61,акція
379,1,932,$19.37,прайс
380,1,932,$27.25,
381,1,3122,$13.87,оновлення
382,1,3122,$14.16,прайс
383,1,172,$49.50,оновлення
384,1,172,$48.66,оновлення
385,1,1768,$23.08,прайс
386,1,3779,$52.45,акція
387,1,3779,$57.33,
388,1,2741,$129.80,оновлення
389,1,2741,$125.73,прайс
390,1,2741,$126.18,прайс
391,1,1502,$142.91,прайс
392,1,1502,$145.39,оновлення
393,1,1502,$148.18,оновлення
394,1,4301,$113.75,прайс
395,1,2314,$139.66,
396,1,2314,$138.37,
397,1,3089,$102.37,оновлення
398,1,396,$21.05,акція
399,1,396,$19.43,прайс
400,1,396,$21.06,акція
401,1,866,$116.24,оновлення
402,1,1816,$173.93,оновлення
403,1,1816,$176.64,прайс
404,1,1816,$176.92,акція
405,1,959,$118.68,прайс
406,1,959,$123.67,
407,1,959,$124.48,оновлення
408,1,3276,$218.85,оновлення
409,1,1006,$99.09,
410,1,1006,$95.33,оновлення
411,1,1901,$198.34,прайс
412,1,1901,$197.90,прайс
413,1,1901,$196.06,
414,1,4263,$150.44,оновлення
415,1,4263,$151.11,акція
416,1,4263,$154.88,прайс
417,1,463,$176.94,акція
418,1,463,$174.79,прайс
419,1,2623,$46.17,оновлення
420,1,2623,$46.78,акція
421,1,2387,$67.41,
422,1,2387,$72.71,
423,1,2387,$68.45,акція
424,1,3091,$36.02,оновлення
425,1,3091,$33.93,акція
426,1,3091,$32.23,акція
427,1,224,$108.05,оновлення
428,1,150,$130.34,оновлення
429,1,150,$129.32,прайс
430,1,150,$131.00,оновлення
431,1,4015,$147.43,акція
432,1,306,$108.80,
433,1,1818,$38.58,оновлення
434,1,1818,$43.95,прайс
435,1,1818,$40.93,оновлення
436,1,1916,$116.98,прайс
437,1,779,$50.22,акція
438,1,1071,$70.55,прайс
439,1,1071,$77.84,прайс
440,1,1071,$72.58,оновлення
441,1,3197,$20.80,акція
442,1,2255,$183.56,
443,1,2255,$183.07,оновлення
444,1,1722,$66.64,акція
445,1,2431,$48.56,акція
446,1,2431,$51.61,акція
447,1,348,$45.08,оновлення
448,1,4054,$165.68,
449,1,4054,$166.32,оновлення
450,1,4054,$162.45,акція
451,1,4891,$28.13,оновлення
452,1,4891,$26.44,акція
453,1,4891,$20.55,прайс
454,1,2705,$18.60,оновлення
455,1,2705,$21.44,акція
456,1,4064,$121.56,оновлення
457,1,4064,$119.32,
458,1,4927,$138.58,
459,2,1047,$45.28,акція
460,2,1462,$41.23,оновлення
461,2,1462,$42.04,оновлення
462,2,1462,$46.11,прайс
463,2,643,$146.42,
464,2,643,$145.07,акція
465,2,2415,$87.60,акція
466,2,2415,$85.13,
467,2,2415,$89.48,
468,2,3108,$86.23,оновлення
469,2,3108,$82.74,акція
470,2,3801,$86.68,акція
471,2,3801,$85.90,оновлення
472,2,3240,$78.32,акція
473,2,3240,$81.72,
474,2,3240,$80.13,
475,2,1065,$59.47,оновлення
476,2,2699,$127.87,акція
477,2,2699,$123.02,оновлення
478,2,2699,$125.57,прайс
479,2,1616,$123.12,
480,2,98,$104.21,акція
481,2,1578,$119.45,прайс
482,2,374,$65.57,
483,2,374,$61.47,оновлення
484,2,1807,$128.86,прайс
485,2,1807,$125.86,акція
486,2,508,$158.62,
487,2,983,$57.80,оновлення
488,2,983,$63.40,
489,2,983,$62.26,прайс
490,2,1341,$9.85,акція
491,2,1341,$3.85,прайс
492,2,1341,$12.19,
493,2,588,$37.57,акція
494,2,105,$31.88,прайс
495,2,105,$34.66,прайс
496,2,3911,$156.35,акція
497,2,3911,$158.86,прайс
498,2,3925,$147.47,прайс
499,2,3747,$10.66,
500,2,3747,$12.35,
501,2,3747,$7.52,оновлення
502,2,2005,$22.24,оновлення
503,2,2005,$26.04,оновлення
504,2,2005,$19.50,акція
505,2,3588,$106.78,акція
506,2,2458,$163.96,акція
507,2,2458,$168.62,акція
508,2,3666,$88.67,акція
509,2,3666,$87.28,акція
510,2,3666,$85.78,прайс
511,2,2291,$37.62,оновлення
512,2,2291,$40.54,
513,2,2291,$42.59,акція
514,2,3532,$60.08,прайс
515,2,3532,$63.64,оновлення
516,2,4555,$112.26,оновлення
517,2,4555,$111.12,прайс
518,2,4555,$111.30,прайс
519,2,4991,$50.68,прайс
520,2,4991,$56.35,
521,2,3133,$44.35,акція
522,2,4552,$69.16,оновлення
523,2,4552,$68.29,
524,2,2276,$16.78,оновлення
525,2,4114,$129.03,
526,2,4114,$126.25,
527,2,526,$29.15,акція
528,2,4920,$139.39,
529,2,532,$58.28,прайс
530,2,44,$160.14,прайс
531,2,44,$158.30,прайс
532,2,44,$155.95,оновлення
533,2,4434,$72.84,акція
534,2,3821,$15.32,
535,2,3821,$16.14,оновлення
536,2,3821,$20.99,
537,2,3324,$67.42,
538,2,342,$94.34,
539,2,342,$91.97,акція
540,2,2076,$111.13,оновлення
541,2,3549,$125.41,
542,2,3549,$127.80,акція
543,2,720,$57.61,прайс
544,2,720,$61.57,оновлення
545,2,720,$58.17,прайс
546,2,4962,$20.46,акція
547,2,2059,$100.66,акція
548,2,3128,$12.58,акція
549,2,2504,$66.19,
550,2,130,$121.78,
551,2,3948,$101.69,акція
552,2,1114,$97.99,
553,2,4604,$50.03,оновлення
554,2,3143,$135.98,
555,2,3143,$127.60,прайс
556,2,607,$15.42,
557,2,607,$15.16,
558,2,607,$11.80,прайс
559,2,749,$72.64,
560,2,2837,$80.07,прайс
561,2,3800,$148.57,акція
562,2,3350,$62.57,прайс
563,2,3350,$62.05,
564,2,3350,$64.38,
565,2,4352,$108.20,акція
566,2,4352,$109.17,прайс
567,2,2811,$126.55,
568,2,1342,$113.52,
569,2,1342,$115.98,акція
570,2,4474,$93.63,оновлення
571,2,4474,$93.80,
572,2,4474,$98.72,акція
573,2,4320,$177.97,
574,2,4320,$177.11,акція
575,2,4320,$178.58,
576,2,252,$25.80,
577,2,741,$163.09,прайс
578,2,1784,$126.56,
579,2,1784,$123.62,
580,2,1784,$127.72,
581,2,841,$136.32,
582,2,316,$69.11,оновлення
583,2,3250,$105.59,акція
584,2,4121,$154.18,оновлення
585,2,4121,$152.36,
586,2,4121,$155.56,акція
587,2,1086,$126.48,прайс
588,2,1086,$122.99,акція
589,2,196,$154.44,
590,2,196,$155.02,прайс
591,2,1853,$124.27,прайс
592,2,1853,$124.76,прайс
593,2,2086,$98.94,оновлення
594,2,2086,$100.44,прайс
595,2,3419,$225.88,прайс
596,2,3419,$224.69,прайс
597,2,3419,$218.40,прайс
598,2,297,$151.22,прайс
599,2,3481,$68.44,прайс
600,2,3481,$71.24,оновлення
601,2,1353,$23.87,акція
602,2,1353,$20.04,прайс
603,2,4020,$148.24,прайс
604,2,2022,$89.92,оновлення
605,2,4269,$51.35,оновлення
606,2,4269,$45.80,прайс
607,2,4269,$48.77,прайс
608,2,450,$145.05,
609,2,450,$145.80,акція
610,2,1864,$31.00,оновлення
611,2,1864,$35.23,прайс
612,2,1185,$198.72,оновлення
613,2,1185,$191.64,акція
614,2,1185,$192.05,прайс
615,2,3291,$78.60,прайс
616,2,3291,$83.78,прайс
617,2,3291,$80.92,
618,2,2105,$81.92,прайс
619,2,2105,$81.13,оновлення
620,2,3875,$57.79,
621,2,3875,$60.75,оновлення
622,2,3397,$168.55,прайс
623,2,1452,$91.41,оновлення
624,2,1452,$96.04,акція
625,2,2540,$76.30,акція
626,2,2540,$76.33,
627,2,2540,$67.78,акція
628,2,1167,$136.96,прайс
629,2,419,$72.21,оновлення
630,2,419,$66.66,
631,2,402,$54.24,оновлення
632,2,2938,$35.88,акція
633,2,1308,$154.79,акція
634,2,2037,$45.02,акція
635,2,2037,$41.07,оновлення
636,2,1243,$36.12,акція
637,2,1243,$36.64,прайс
638,2,1243,$34.74,прайс
639,2,3104,$17.29,
640,2,3104,$12.79,акція
641,2,4299,$23.40,оновлення
642,2,4299,$27.25,акція
643,2,4299,$23.38,
644,2,2182,$101.15,прайс
645,2,2182,$96.76,акція
646,2,2182,$95.96,
647,2,3275,$46.33,
648,2,3275,$53.25,акція
649,2,3275,$45.58,акція
650,2,1251,$57.48,акція
651,2,3954,$48.81,акція
652,2,3954,$51.85,оновлення
653,2,2607,$56.17,акція
654,2,2607,$59.00,акція
655,2,2607,$57.71,акція
656,2,3387,$51.55,
657,2,1091,$37.50,
658,2,1091,$32.88,
659,2,1091,$30.79,
660,2,1725,$22.64,прайс
661,2,1725,$23.88,прайс
662,2,4464,$128.46,
663,2,4464,$126.96,акція
664,2,1708,$164.13,оновлення
665,2,1708,$158.42,оновлення
666,2,4742,$69.10,акція
667,2,4742,$66.15,
668,2,679,$49.27,акція
669,2,679,$46.81,оновлення
670,2,886,$6.86,прайс
671,2,3157,$160.30,оновлення
672,2,3306,$37.69,акція
673,2,3306,$35.03,
674,2,4226,$17.66,
675,2,4226,$24.20,
676,2,2239,$100.84,прайс
677,2,3541,$49.18,прайс
678,2,3541,$46.46,оновлення
679,2,3541,$45.59,
680,2,3225,$163.26,оновлення
681,2,176,$118.07,прайс
682,2,176,$119.55,акція
683,2,4563,$157.37,прайс
684,2,4563,$151.51,
685,2,3725,$128.14,прайс
686,2,3725,$128.12,прайс
687,2,3725,$129.09,прайс
688,2,2625,$180.29,прайс
689,2,1970,$115.35,прайс
690,2,4607,$52.53,
691,2,4607,$53.67,акція
692,2,4607,$47.05,акція
693,2,698,$172.56,акція
694,2,698,$171.06,
695,2,698,$168.92,акція
696,2,484,$73.48,
697,2,484,$71.25,акція
698,2,484,$67.18,оновлення
699,2,2563,$166.55,
700,2,511,$43.36,
701,2,768,$19.67,прайс
702,2,768,$21.09,оновлення
703,2,768,$19.93,акція
704,2,1237,$17.19,оновлення
705,2,1237,$13.48,прайс
706,2,2280,$161.07,
707,2,735,$49.67,акція
708,2,1895,$85.05,оновлення
709,2,1895,$81.07,акція
710,2,1895,$82.24,
711,2,169,$94.81,
712,2,169,$90.85,
713,2,723,$136.61,акція
714,2,723,$138.22,
715,2,723,$143.69,оновлення
716,2,4090,$124.48,прайс
717,2,1607,$103.93,прайс
718,2,1607,$100.34,
719,2,775,$123.06,прайс
720,2,775,$122.76,прайс
721,2,775,$120.09,прайс
722,2,1627,$173.87,прайс
723,2,1627,$171.33,прайс
724,2,1627,$168.73,оновлення
725,2,2386,$133.65,
726,2,2386,$133.94,акція
727,2,2386,$135.28,акція
728,2,3900,$166.07,
729,2,1717,$155.53,
730,2,1717,$162.00,
731,2,1717,$156.08,акція
732,2,3944,$141.87,акція
733,2,3944,$139.04,прайс
734,2,3944,$142.12,акція
735,2,1297,$25.44,акція
736,2,1297,$16.78,оновлення
737,2,1871,$33.15,прайс
738,2,1871,$26.13,оновлення
739,2,1871,$25.76,оновлення
740,2,794,$101.66,оновлення
741,2,794,$98.78,
742,2,1466,$62.56,оновлення
743,2,1466,$60.78,оновлення
744,2,1466,$61.43,прайс
745,2,803,$94.68,
746,2,803,$94.65,
747,2,803,$89.49,прайс
748,2,345,$32.33,прайс
749,2,345,$30.40,
750,2,345,$30.12,
751,2,3295,$58.03,оновлення
752,2,3295,$51.07,акція
753,2,2147,$64.14,
754,2,2147,$63.76,
755,2,3400,$186.85,
756,2,866,$147.91,
757,2,866,$144.70,акція
758,2,918,$127.51,акція
759,2,918,$130.44,акція
760,2,918,$131.45,акція
761,2,1202,$149.02,акція
762,2,1202,$148.65,оновлення
763,2,907,$120.96,оновлення
764,2,3965,$14.60,акція
765,2,3965,$11.02,
766,2,3965,$11.63,
767,2,3560,$170.91,
768,2,3561,$77.77,
769,2,4605,$15.41,
770,2,3861,$93.74,оновлення
771,2,3861,$97.28,
772,2,613,$120.27,акція
773,2,613,$119.73,акція
774,2,613,$118.46,акція
775,2,3567,$136.08,оновлення
776,2,3567,$136.24,прайс
777,2,2375,$62.75,оновлення
778,2,4902,$34.78,прайс
779,2,4902,$36.10,прайс
780,2,4501,$160.46,
781,2,4501,$158.13,
782,2,4501,$160.90,прайс
783,2,4592,$76.84,прайс
784,2,4737,$26.57,акція
785,2,4737,$31.86,оновлення
786,2,1751,$81.15,оновлення
787,2,1751,$83.07,прайс
788,2,3849,$64.55,прайс
789,2,1555,$53.41,прайс
790,2,692,$144.02,акція
791,2,977,$137.22,прайс
792,2,3433,$26.50,прайс
793,2,3433,$25.85,оновлення
794,2,3310,$103.47,прайс
795,2,3619,$112.17,
796,2,3619,$109.51,оновлення
797,2,2937,$41.28,акція
798,2,2937,$36.28,оновлення
799,2,161,$84.13,оновлення
800,2,4590,$175.30,
801,2,4590,$174.35,прайс
802,2,2700,$121.65,
803,2,2700,$116.93,
804,2,2307,$12.07,оновлення
805,2,2307,$17.80,
806,2,2307,$14.42,прайс
807,2,403,$26.53,оновлення
808,2,1140,$47.48,акція
809,2,1140,$41.32,
810,2,3976,$146.47,акція
811,2,3976,$150.13,
812,2,3426,$9.20,оновлення
813,2,3426,$12.71,прайс
814,2,3426,$10.32,прайс
815,2,1220,$34.13,прайс
816,2,1220,$33.83,акція
817,2,2705,$22.97,
818,2,4916,$133.42,прайс
819,2,4916,$129.56,
820,2,2805,$161.06,акція
821,2,2805,$158.89,оновлення
822,2,3102,$71.48,акція
823,2,3207,$62.89,акція
824,2,3207,$65.64,
825,2,3207,$60.78,
826,2,2453,$127.34,акція
827,2,2247,$57.94,
828,2,1272,$190.92,прайс
829,2,1272,$191.61,оновлення
830,2,1272,$195.34,акція
831,2,3912,$207.74,оновлення
832,2,3912,$209.75,
833,2,3912,$210.99,акція
834,2,3895,$127.98,оновлення
835,2,4179,$136.07,
836,2,4179,$130.08,оновлення
837,2,3278,$40.54,
838,2,3278,$43.97,
839,2,34,$137.32,прайс
840,2,34,$131.77,оновлення
841,2,34,$134.84,оновлення
842,2,3279,$185.45,оновлення
843,2,3279,$182.34,оновлення
844,2,3148,$101.60,оновлення
845,2,3148,$104.65,прайс
846,2,3373,$122.34,оновлення
847,2,3373,$117.15,
848,2,4155,$16.68,
849,2,2670,$114.95,оновлення
850,2,231,$122.73,
851,2,3251,$45.87,оновлення
852,2,3641,$199.47,
853,2,3641,$202.24,акція
854,2,3641,$201.55,оновлення
855,2,4452,$4.00,прайс
856,2,4452,$9.00,прайс
857,2,4968,$39.28,
858,2,4968,$36.44,прайс
859,2,3671,$87.98,
860,2,3671,$90.04,оновлення
861,2,2838,$111.00,оновлення
862,2,2838,$113.71,оновлення
863,2,4043,$133.14,
864,2,4043,$132.17,акція
865,2,4043,$137.52,
866,2,4616,$50.23,оновлення
867,2,2929,$98.28,
868,2,2929,$106.63,
869,2,2929,$101.26,прайс
870,2,1762,$6.82,
871,2,1762,$11.76,прайс
872,2,2065,$124.10,прайс
873,2,2065,$120.96,оновлення
874,2,2438,$52.71,оновлення
875,2,2438,$53.32,
876,2,2438,$58.96,акція
877,2,2600,$140.40,прайс
878,2,2600,$135.25,
879,2,4944,$118.05,оновлення
880,2,4944,$118.58,оновлення
881,2,2312,$15.18,прайс
882,2,2028,$132.41,прайс
883,2,2028,$130.98,акція
884,2,2028,$136.37,
885,2,1611,$125.26,акція
886,2,3185,$101.82,акція
887,2,3185,$106.33,прайс
888,2,3185,$107.35,прайс
889,2,1873,$175.78,оновлення
890,2,1873,$177.61,акція
891,2,576,$83.88,оновлення
892,2,576,$88.78,оновлення
893,2,1445,$110.65,акція
894,2,1445,$113.31,
895,2,1445,$112.34,
896,2,3736,$70.97,прайс
897,2,4678,$142.79,акція
898,2,4678,$144.99,акція
899,2,2766,$50.18,прайс
900,2,2766,$52.23,прайс
901,2,1102,$96.34,
902,2,1329,$64.05,акція
903,2,347,$79.29,
904,2,347,$78.59,
905,2,4945,$99.22,прайс
906,2,4945,$101.86,
907,2,4945,$103.05,оновлення
908,2,2007,$131.57,оновлення
909,2,2007,$139.17,оновлення
910,2,704,$214.05,
911,2,704,$219.35,
912,2,2184,$76.19,прайс
913,2,1197,$32.04,акція
914,2,1197,$32.92,прайс
915,2,2470,$118.85,акція
916,2,2470,$112.67,прайс
917,2,541,$81.16,
918,2,541,$80.72,
919,2,541,$74.07,оновлення
920,2,3924,$53.08,оновлення
921,2,3924,$54.74,акція
922,2,3597,$52.91,оновлення
923,2,3337,$168.55,
924,2,3337,$160.89,
925,2,2677,$50.53,прайс
926,2,2642,$70.02,
927,2,2642,$69.86,
928,2,2642,$70.94,прайс
929,2,3056,$133.94,прайс
